listing_id,neighborhood,host_since,superhost,host_acceptance_rate,host_total_listings,room_type,accommodates,bathrooms,bedrooms,beds,min_nights,total_reviews,avg_rating,price
1860,Dupont Circle,3/11/2021,F,0.99,7,Private room,3,1 private bath,,1,1,28,4.86,320
1861,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,1,5,3.2,171
1862,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,1,36,4.39,171
1863,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,1,58,4.6,171
1864,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,1,58,4.66,171
1865,Shaw,1/26/2021,F,1,41,Private room,3,1 shared bath,,2,1,19,4.32,171
1866,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,1,8,3.88,171
1868,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,30,36,4.83,192
1870,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,2,1 bath,1,1,31,1,5,138
1871,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,1,14,4.07,171
1872,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,1,79,4.54,171
1873,Union Station,7/26/2014,T,,1,Entire home/apt,2,1 bath,1,1,2,94,4.96,141
1874,Georgetown,9/7/2014,F,1,2,Entire home/apt,1,1 bath,1,1,31,2,5,60
1875,Dupont Circle,1/30/2021,T,1,8,Entire home/apt,6,2 baths,3,4,1,80,4.93,349
1877,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,1,6,4,171
1878,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,1,102,4.65,171
1879,Dupont Circle,7/29/2015,F,0.99,339,Private room,2,1 private bath,1,1,1,104,4.67,105
1881,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,1,42,4.31,171
1882,Union Station,1/2/2020,T,1,2,Entire home/apt,1,1 bath,1,1,2,14,4.86,79
1884,Union Station,2/13/2012,T,0.99,2,Entire home/apt,4,1 bath,1,2,2,106,4.96,136
1887,Capitol Hill,4/7/2021,F,0.97,11,Entire home/apt,4,1 bath,1,1,3,34,4.38,122
1888,Union Station,4/9/2021,T,0.97,1,Entire home/apt,3,1 bath,2,2,3,62,4.97,161
1889,Union Station,4/25/2015,T,1,1,Entire home/apt,6,1 bath,2,2,1,188,4.89,231
1890,Shaw,6/30/2015,T,1,1,Entire home/apt,4,2 baths,2,2,1,152,4.99,278
1891,Capitol Hill,10/3/2015,T,1,16,Entire home/apt,6,2 baths,2,4,2,130,4.95,377
1894,Union Station,3/25/2013,F,0.99,8001,Private room,4,1 bath,1,2,2,5,5,315
1895,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,31,22,4.64,253
1896,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,2 baths,2,3,31,18,4.72,403
1897,Capitol Hill,2/22/2016,T,1,1,Entire home/apt,4,1 bath,1,2,2,88,4.99,163
1898,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,5,1 bath,2,2,31,55,4.67,302
1899,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,2,2,71,4.76,224
1900,Capitol Hill,5/22/2016,T,0.92,1,Entire home/apt,3,1 bath,1,2,1,56,4.93,115
1901,Dupont Circle,8/2/2016,T,1,2,Entire home/apt,2,1 bath,1,1,3,32,4.94,145
1905,Union Station,4/2/2018,F,1,10,Entire home/apt,4,1 bath,2,3,3,44,4.77,249
1906,Dupont Circle,3/17/2014,F,1,3,,2,1 bath,1,1,2,92,4.71,151
1908,Dupont Circle,10/16/2014,T,1,4,Entire home/apt,5,2 baths,2,3,1,63,4.79,230
1911,Shaw,12/22/2013,T,0.75,1,Entire home/apt,6,1.5 baths,3,3,3,47,5,379
1912,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,6,1 bath,2,3,31,1,5,147
1913,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,31,1,4,147
1914,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,5,1 bath,2,3,31,1,5,162
1916,Dupont Circle,6/8/2015,T,0.98,3,Entire home/apt,2,1 bath,,2,1,120,4.83,136
1919,Dupont Circle,1/18/2015,T,0.99,1,Entire home/apt,5,1 bath,2,3,1,139,4.94,227
1921,Union Station,7/29/2015,F,0.99,339,Entire home/apt,9,2.5 baths,4,6,2,56,4.91,421
1922,Georgetown,11/6/2015,F,,1,Entire home/apt,6,1.5 baths,2,4,31,7,4.86,238
1923,Foggy Bottom,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,32,1,3,270
1924,Dupont Circle,5/10/2021,T,0.99,1,Entire home/apt,3,1 bath,1,2,2,118,4.97,182
1925,Union Station,6/4/2012,T,1,1,Entire home/apt,4,1 bath,1,2,1,159,4.91,130
1926,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,31,12,4.42,230
1928,Union Station,5/7/2019,T,0.98,17,Entire home/apt,10,3 baths,3,4,2,161,4.87,284
1929,Union Station,5/7/2019,T,0.98,17,Entire home/apt,10,3 baths,3,4,2,162,4.86,392
1930,Georgetown,5/18/2009,F,0.99,164,Entire home/apt,5,3.5 baths,3,3,31,1,5,333
1932,Shaw,5/17/2021,T,0.99,2,Entire home/apt,4,1 bath,1,2,2,110,4.8,217
1937,Capitol Hill,12/6/2017,T,1,2,Entire home/apt,3,1 bath,1,2,1,150,4.97,108
1938,Union Station,9/11/2015,T,0.99,1,Entire home/apt,5,1 bath,1,3,2,108,4.96,149
1940,Shaw,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,1,71,4.82,153
1943,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,3,1.5 baths,1,1,31,1,5,139
1944,Union Station,7/22/2013,F,0.24,221,Entire home/apt,4,2 baths,2,2,31,1,5,209
1945,Shaw,7/22/2013,F,0.24,221,Entire home/apt,2,1 bath,1,1,31,1,4,127
1946,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,3,1 bath,1,1,31,1,4,106
1947,Georgetown,9/20/2014,T,1,16,Entire home/apt,4,1 bath,2,2,1,200,4.73,176
1948,Union Station,2/23/2015,T,1,1,Entire home/apt,6,1 bath,2,3,2,160,4.91,201
1950,Shaw,1/24/2019,F,1,6,Entire home/apt,10,2 baths,5,5,1,25,4.44,633
1951,Shaw,1/24/2019,F,1,6,Shared room,2,2 shared baths,,1,1,40,4.6,117
1953,Union Station,9/23/2016,T,,27,Entire home/apt,11,2.5 baths,4,5,1,50,4.72,512
1954,Union Station,4/6/2011,T,0.99,193,Entire home/apt,2,1 bath,1,1,2,85,4.74,176
1955,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,1,49,4.78,279
1956,Dupont Circle,4/3/2016,T,1,1,,4,1 bath,1,2,1,101,5,221
1957,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,3,1 bath,1,1,31,1,1,145
1959,Capitol Hill,6/5/2021,T,0.99,1,Entire home/apt,4,1 bath,1,2,2,83,4.88,190
1960,Shaw,1/24/2019,F,1,6,Shared room,2,2 shared baths,,1,1,26,4.38,117
1961,Shaw,1/24/2019,F,1,6,Shared room,2,2 shared baths,,1,1,34,4.35,117
1962,Shaw,1/24/2019,F,1,6,Shared room,2,2 shared baths,,1,1,44,4.57,117
1963,Shaw,1/24/2019,F,1,6,Shared room,2,2 shared baths,,1,1,43,4.6,117
1965,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,31,11,4.82,88
1966,Union Station,7/10/2014,T,1,1,Entire home/apt,2,1 bath,1,1,2,18,4.89,155
1968,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,5,1 bath,2,2,2,121,4.88,330
1970,Shaw,2/16/2015,T,1,5,Entire home/apt,4,1 bath,1,1,1,173,4.91,178
1973,Union Station,5/21/2021,F,0.88,3,Entire home/apt,4,1 bath,1,2,31,44,4.93,100
1974,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,31,48,4.94,272
1975,Capitol Hill,6/17/2013,T,0.95,2,Entire home/apt,3,1 bath,1,1,3,38,4.84,190
1977,Shaw,6/16/2021,T,0.99,1,Entire home/apt,6,1 bath,2,2,1,182,4.99,213
1980,Shaw,8/18/2019,T,0.99,1,Entire home/apt,2,1 bath,1,1,2,107,4.91,159
1985,Union Station,8/3/2016,F,,1,Entire home/apt,3,1 bath,,1,2,21,4.95,86
1988,Union Station,12/23/2014,F,0.99,2244,Private room,8,2 baths,2,4,1,2,5,703
1989,Union Station,11/27/2016,T,0.99,1,Entire home/apt,2,1 bath,1,1,2,87,4.86,95
1991,Capitol Hill,8/29/2013,T,0.96,2,Entire home/apt,6,2.5 baths,3,3,1,40,4.98,453
1993,Dupont Circle,4/6/2018,F,0.83,11,Entire home/apt,4,1 bath,1,2,31,2,5,105
1995,Dupont Circle,7/5/2021,F,,1,Entire home/apt,4,1 bath,1,2,31,10,4.8,149
1997,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,8,3 baths,4,4,2,4,4.75,823
1998,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,9,3 baths,4,5,2,3,4.33,1107
2000,Capitol Hill,5/5/2016,T,1,2,Entire home/apt,4,1 bath,1,2,31,3,4.67,120
2002,Capitol Hill,3/16/2012,T,0.97,1,Entire home/apt,4,1 bath,1,2,3,45,4.98,210
2003,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,31,7,4.86,79
2006,Shaw,6/17/2017,T,0.89,1,Entire home/apt,3,1 bath,1,2,2,32,4.97,170
2007,Dupont Circle,4/6/2018,F,0.83,11,Entire home/apt,2,1 bath,1,1,31,11,4.91,88
2010,Union Station,8/5/2014,T,0.97,6,Entire home/apt,4,1 bath,1,2,2,122,5,176
2011,Shaw,6/18/2012,F,1,1,Entire home/apt,2,1 bath,1,1,28,5,4.8,163
2012,Capitol Hill,7/7/2018,F,0.99,1,Entire home/apt,4,1 bath,1,2,3,63,4.63,122
2014,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,3,1 bath,1,1,31,1,4,120
2015,Capitol Hill,5/14/2014,F,,4,Entire home/apt,2,1 bath,1,1,31,7,5,120
2017,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,31,4,5,99
2018,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,4,1 bath,2,2,31,5,5,110
2019,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,31,2,5,103
2023,Union Station,8/5/2021,T,0.99,1,Entire home/apt,4,1 bath,2,3,2,125,4.91,257
2025,Capitol Hill,2/12/2020,T,0.99,1,Entire home/apt,6,1 bath,2,3,2,108,4.86,304
2026,Shaw,9/15/2014,T,0.96,3,Entire home/apt,2,1 bath,1,2,5,58,4.88,167
2027,Shaw,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,3,31,56,4.88,236
2028,Capitol Hill,8/14/2020,F,,1,Entire home/apt,4,1 bath,2,2,31,24,4.58,271
2029,Shaw,8/16/2020,F,0.99,4,Entire home/apt,5,1 bath,2,3,1,112,4.79,213
2032,Capitol Hill,5/11/2015,T,0.98,27,Entire home/apt,4,2 baths,2,2,4,31,4.65,254
2033,Union Station,5/18/2013,F,0.76,3,Entire home/apt,3,1 bath,1,1,2,15,5,102
2034,Georgetown,5/14/2012,T,0.99,3,Entire home/apt,2,1 bath,1,1,2,113,4.85,117
2035,Union Station,7/10/2014,F,1,8,Entire home/apt,2,1 bath,1,1,14,1,1,108
2036,Union Station,11/21/2020,T,0.78,2,Entire home/apt,1,1 bath,,1,5,10,5,130
2037,Union Station,10/15/2015,T,0.98,1,Entire home/apt,6,1 bath,2,3,1,186,4.9,208
2038,Capitol Hill,10/15/2018,T,0.95,2,Entire home/apt,2,1 bath,1,1,2,45,4.98,125
2040,Union Station,9/5/2012,T,0.97,1,Entire home/apt,3,1 bath,1,2,3,39,4.79,85
2042,Dupont Circle,10/15/2015,T,0.98,284,Entire home/apt,8,2 baths,3,4,3,59,4.71,273
2044,Union Station,5/29/2012,T,1,4,Entire home/apt,4,1 bath,,2,1,154,4.92,126
2045,Union Station,8/30/2021,F,0.94,2,Entire home/apt,6,2.5 baths,2,4,31,15,4.67,331
2046,Dupont Circle,2/6/2015,T,1,2,Entire home/apt,2,1 bath,1,1,3,71,5,230
2047,Dupont Circle,8/13/2013,F,0.99,196,Entire home/apt,6,2 baths,3,3,7,33,4.64,460
2048,Dupont Circle,8/13/2013,F,0.99,196,Entire home/apt,6,3 baths,3,3,7,39,4.44,309
2049,Capitol Hill,9/1/2021,T,1,1,Entire home/apt,4,1 bath,2,3,3,24,4.96,173
2050,Capitol Hill,8/21/2016,T,1,1,Entire home/apt,4,1 bath,2,2,2,71,5,296
2051,Union Station,6/1/2021,T,1,2,Entire home/apt,15,3.5 baths,4,6,2,33,4.79,636
2054,Capitol Hill,5/16/2011,T,0.95,1,Entire home/apt,2,1 bath,,1,1,89,4.89,75
2057,Capitol Hill,4/7/2021,F,0.97,11,Entire home/apt,6,2 baths,2,3,3,20,3.9,253
2058,Georgetown,5/18/2009,F,0.99,164,Entire home/apt,4,2 baths,2,2,31,2,5,189
2059,Capitol Hill,5/11/2015,T,0.98,27,Entire home/apt,6,4 baths,4,4,4,28,4.79,347
2060,Dupont Circle,10/8/2018,F,0.99,83,Private room,2,1 bath,,1,1,51,4.16,180
2061,Dupont Circle,10/8/2018,F,0.99,83,Private room,2,1 bath,,1,1,55,4.49,219
2062,Dupont Circle,10/8/2018,F,0.99,83,Private room,2,1 bath,,1,1,2,4.5,235
2063,Dupont Circle,10/8/2018,F,0.99,83,Private room,2,1 bath,,1,1,421,4.44,203
2064,Dupont Circle,10/8/2018,F,0.99,83,Private room,2,1 bath,,1,1,120,4.48,211
2065,Shaw,9/13/2021,T,0.99,1,Entire home/apt,2,1 bath,,1,2,103,4.83,131
2066,Union Station,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,32,2,5,186
2067,Union Station,9/18/2021,F,1,2,Entire home/apt,8,3.5 baths,3,5,5,26,4.65,225
2069,Union Station,10/7/2011,T,0.91,1,Entire home/apt,4,1 bath,1,1,2,114,4.98,152
2070,Georgetown,4/6/2011,T,0.99,193,Entire home/apt,5,1.5 baths,2,2,2,54,4.87,252
2071,Georgetown,4/6/2011,T,0.99,193,Entire home/apt,3,1 bath,1,1,1,49,4.76,148
2072,Georgetown,4/6/2011,T,0.99,193,Entire home/apt,7,2.5 baths,3,3,2,27,4.81,400
2075,Foggy Bottom,2/22/2021,F,0.98,6,Entire home/apt,2,1 bath,1,1,1,20,4.7,208
2076,Foggy Bottom,2/22/2021,F,0.98,6,Entire home/apt,4,1 bath,1,1,1,52,4.58,246
2077,Capitol Hill,5/11/2016,T,0.97,8,Entire home/apt,4,2 baths,2,2,2,8,5,350
2078,Shaw,9/7/2021,F,1,6,Entire home/apt,4,1 bath,1,2,1,17,4.59,200
2079,Shaw,9/7/2021,F,1,6,Entire home/apt,4,1 bath,1,2,1,23,4.57,194
2080,Shaw,9/7/2021,F,1,6,Entire home/apt,5,1 bath,2,3,1,47,4.87,275
2081,Shaw,9/7/2021,F,1,6,Entire home/apt,4,1 bath,1,2,1,23,4.65,205
2082,Dupont Circle,10/8/2015,T,1,2,Entire home/apt,2,1 bath,1,1,2,60,4.93,164
2085,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,31,15,4.2,180
2086,Union Station,9/29/2021,T,0.97,2,Entire home/apt,5,2 baths,3,3,3,40,4.9,426
2087,Dupont Circle,1/22/2015,T,1,1,Entire home/apt,4,2 baths,2,2,31,19,4.89,135
2089,Shaw,10/2/2021,T,1,1,Entire home/apt,4,1 bath,2,3,1,140,4.91,156
2090,Union Station,6/1/2021,T,1,2,Entire home/apt,10,2.5 baths,3,4,31,5,5,589
2092,Union Station,6/16/2016,T,1,1,Entire home/apt,4,1 bath,1,1,1,138,4.93,125
2093,Union Station,9/2/2013,F,1,14,Entire home/apt,4,1 bath,1,2,2,72,4.74,105
2094,Union Station,9/23/2016,T,,27,Entire home/apt,2,1 bath,1,1,2,11,4.91,1000
2096,Capitol Hill,12/27/2014,F,1,2,Entire home/apt,4,1 bath,1,2,2,89,4.7,80
2097,Capitol Hill,9/30/2014,F,,1,Entire home/apt,2,1 bath,1,1,1,26,5,129
2099,Capitol Hill,10/4/2021,F,1,1,Entire home/apt,4,1 bath,1,1,1,85,4.89,120
2100,Shaw,10/15/2021,T,0.97,1,Entire home/apt,4,2.5 baths,2,3,3,19,5,685
2103,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,31,6,4.33,168
2104,Union Station,6/1/2017,T,1,1,Entire home/apt,2,1 bath,1,1,8,36,4.86,92
2105,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,2 baths,2,2,31,1,5,154
2106,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,2,20,4.6,135
2107,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,31,2,5,103
2108,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,2,2,27,4.85,171
2109,Union Station,5/26/2021,F,1,1,Entire home/apt,4,1 bath,1,4,3,50,4.82,169
2110,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,31,4,5,302
2111,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,,1,2,115,4.83,179
2112,Capitol Hill,5/16/2013,T,0.97,3,Entire home/apt,2,1 bath,1,1,2,43,4.93,120
2113,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,,1,2,104,4.89,194
2114,Capitol Hill,10/25/2021,T,0.96,7,Entire home/apt,2,1 bath,1,1,31,84,4.81,152
2115,Capitol Hill,11/4/2020,T,0.98,1,Entire home/apt,2,1 bath,1,2,2,117,4.97,105
2116,Capitol Hill,10/12/2021,T,1,6,Entire home/apt,5,1 bath,2,2,31,27,4.78,120
2117,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,2,31,1,4,116
2118,Union Station,10/15/2015,T,0.98,284,Entire home/apt,6,4 baths,3,3,31,14,5,449
2119,Union Station,11/1/2021,T,1,1,Entire home/apt,4,1 bath,1,2,2,102,4.9,130
2120,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,2 baths,2,2,31,1,5,175
2121,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,5,1 bath,2,2,2,7,4.71,163
2122,Capitol Hill,7/13/2012,T,0.99,1,Entire home/apt,3,1 bath,1,2,1,64,4.84,131
2124,Georgetown,5/14/2012,T,0.99,3,Entire home/apt,6,1.5 baths,3,4,2,35,5,382
2125,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,31,17,4.94,281
2126,Capitol Hill,10/25/2021,T,0.96,7,Entire home/apt,2,1 bath,1,1,2,98,4.91,176
2128,Union Station,9/23/2016,T,,27,Entire home/apt,6,1.5 baths,3,4,2,4,5,312
2129,Capitol Hill,10/9/2012,T,1,1,Entire home/apt,4,1 bath,1,2,2,66,4.91,237
2130,Dupont Circle,6/3/2017,T,0.98,7,Entire home/apt,4,1 bath,2,2,7,18,4.72,164
2131,Georgetown,6/20/2016,T,0.88,1,Entire home/apt,4,2.5 baths,2,2,180,8,4.88,725
2132,Capitol Hill,5/15/2014,F,1,5,Entire home/apt,2,1 bath,1,2,3,21,4.81,118
2134,Capitol Hill,9/18/2021,F,,2,Entire home/apt,3,1 bath,1,1,31,15,4.8,85
2135,Dupont Circle,4/6/2018,F,0.83,11,Entire home/apt,2,1 bath,1,1,31,5,4.6,95
2137,Capitol Hill,11/18/2021,T,0.99,1,Entire home/apt,4,1 bath,1,2,2,97,4.94,159
2138,Union Station,7/23/2014,T,0.99,4,Entire home/apt,6,2 baths,2,2,2,140,4.96,169
2141,Union Station,11/23/2021,T,1,1,Entire home/apt,6,1.5 baths,3,3,3,51,4.8,328
2142,Capitol Hill,8/15/2015,F,1,1,Entire home/apt,2,1.5 baths,1,1,3,8,5,275
2143,Capitol Hill,5/11/2016,T,0.97,8,Entire home/apt,5,1.5 baths,2,3,2,20,4.7,348
2144,Georgetown,8/13/2013,F,0.99,196,Entire home/apt,12,3 baths,6,6,7,18,4.67,618
2145,Georgetown,11/26/2021,T,1,1,Entire home/apt,3,1 bath,1,2,2,68,4.9,140
2146,Union Station,4/18/2015,T,,1,Entire home/apt,4,1 bath,1,3,3,27,4.93,149
2147,Capitol Hill,12/22/2016,F,1,2,Entire home/apt,5,1 bath,2,3,2,30,5,250
2148,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,2,29,4.59,166
2149,Dupont Circle,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,32,1,5,199
2150,Shaw,4/27/2016,F,0.81,44,Entire home/apt,4,1 bath,2,2,31,2,3,108
2154,Capitol Hill,12/30/2014,T,1,1,Entire home/apt,4,1 bath,1,2,2,100,4.88,129
2158,Dupont Circle,10/8/2013,F,0.97,8,Entire home/apt,5,2 baths,2,2,1,46,4.8,493
2159,Capitol Hill,3/16/2015,T,1,1,Entire home/apt,2,1 bath,1,1,1,107,5,154
2160,Union Station,12/15/2021,F,,1,Entire home/apt,2,1 bath,1,1,31,7,4.86,300
2161,Shaw,11/4/2014,F,0.94,3,Entire home/apt,4,1 bath,1,2,5,20,4.55,194
2162,Shaw,7/29/2020,T,1,1,Entire home/apt,6,2 baths,2,3,2,84,4.86,240
2163,Union Station,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,32,1,5,151
2164,Capitol Hill,8/24/2016,T,0.95,2,Entire home/apt,2,1 bath,1,2,3,63,4.97,85
2166,Capitol Hill,2/8/2016,T,0.97,4,Entire home/apt,6,2 baths,3,3,2,62,4.9,371
2167,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,2,1 bath,,1,2,10,4.7,295
2168,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,2,1 bath,,1,2,23,4.04,278
2169,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,6,2 baths,2,3,2,132,4.55,544
2170,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,2,1 bath,,1,2,108,4.52,233
2171,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,4,1 bath,,2,2,192,4.56,260
2172,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,4,1 bath,1,2,2,28,4.68,308
2173,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,4,1 bath,1,2,2,35,4.43,324
2174,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,4,1 bath,1,2,2,160,4.41,263
2175,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,4,1 bath,2,2,31,94,4.82,376
2176,Dupont Circle,5/8/2015,F,,1,Entire home/apt,4,2 baths,2,3,31,2,5,132
2177,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,1,1,2,115,4.95,169
2178,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,,1,2,115,4.96,166
2179,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,,1,2,119,4.92,188
2181,Capitol Hill,12/27/2021,T,1,1,Entire home/apt,6,1.5 baths,3,2,2,47,4.94,196
2182,Capitol Hill,12/3/2020,T,1,4,Entire home/apt,5,2 baths,3,3,3,56,4.93,301
2183,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,4,1 bath,1,2,2,10,4.2,319
2184,Capitol Hill,6/16/2015,T,1,2,Entire home/apt,4,1 bath,2,2,1,50,4.96,325
2187,Union Station,11/30/2013,T,0.93,1,Entire home/apt,3,1 bath,1,2,4,29,4.93,145
2188,Union Station,6/5/2014,T,,1,Entire home/apt,4,1 bath,1,3,2,72,4.83,157
2191,Foggy Bottom,1/12/2022,T,0.99,1,Entire home/apt,4,1.5 baths,2,3,2,75,4.96,329
2193,Capitol Hill,10/25/2021,T,0.96,7,Entire home/apt,4,1.5 baths,2,2,31,91,4.8,264
2194,Georgetown,6/14/2015,T,1,1,Entire home/apt,8,2 baths,3,6,1,110,4.96,450
2198,Union Station,4/7/2021,F,0.97,11,Entire home/apt,2,1 bath,1,1,3,39,4.54,93
2199,Capitol Hill,1/20/2022,F,0.78,1,Entire home/apt,6,2.5 baths,3,3,2,23,4.91,200
2201,Dupont Circle,2/26/2018,F,0.85,1,,2,1 bath,1,2,1,79,4.85,114
2203,Capitol Hill,10/28/2013,T,0.99,2,Entire home/apt,3,1 bath,1,1,5,11,4.91,250
2204,Capitol Hill,10/10/2016,T,0.98,1,Entire home/apt,4,1 bath,1,2,2,38,5,202
2205,Capitol Hill,3/26/2016,T,0.98,1,Entire home/apt,3,1 bath,,2,2,65,4.92,141
2207,Union Station,7/29/2015,F,0.99,339,Entire home/apt,10,4 baths,5,5,3,15,5,863
2208,Dupont Circle,3/9/2019,T,0.98,22,Entire home/apt,2,2 baths,1,1,32,22,4.59,219
2209,Union Station,12/26/2021,T,1,2,Entire home/apt,3,1 bath,1,1,6,13,4.77,190
2210,Capitol Hill,1/28/2022,F,1,1,Entire home/apt,6,2.5 baths,3,3,31,2,3,140
2211,Union Station,1/30/2022,T,1,2,Entire home/apt,4,1 bath,1,2,2,86,4.94,133
2212,Georgetown,10/8/2018,F,0.99,83,Entire home/apt,2,1 bath,,1,2,85,4.74,216
2214,Union Station,10/15/2015,T,0.98,284,Entire home/apt,8,4 baths,4,7,3,41,4.71,301
2215,Capitol Hill,1/13/2022,F,1,1,Entire home/apt,4,1 bath,1,2,1,82,4.93,186
2216,Union Station,2/9/2022,F,0.97,1,Entire home/apt,4,1 bath,1,2,2,45,4.87,116
2220,Shaw,8/2/2021,F,1,2,Entire home/apt,3,1 bath,1,1,2,41,4.85,150
2221,Capitol Hill,2/5/2013,F,0.95,5,Entire home/apt,2,1 bath,1,1,2,34,4.97,163
2223,Capitol Hill,2/15/2022,T,0.97,1,Entire home/apt,2,1 bath,1,1,2,60,4.73,171
2227,Shaw,9/21/2016,T,1,92,Entire home/apt,4,1 bath,1,2,2,22,4.64,290
2228,Union Station,3/21/2016,T,0.99,10,Entire home/apt,8,3.5 baths,4,5,3,58,4.93,415
2229,Capitol Hill,10/15/2018,T,0.95,2,Entire home/apt,2,1 bath,1,1,2,35,5,145
2230,Georgetown,4/24/2015,T,0.98,4,Entire home/apt,4,2.5 baths,2,2,2,32,5,668
2231,Union Station,8/30/2021,F,0.94,2,Entire home/apt,4,1 bath,1,1,3,9,4.33,190
2233,Capitol Hill,2/28/2022,T,0.96,1,Entire home/apt,4,1.5 baths,2,2,2,55,4.91,274
2234,Dupont Circle,3/6/2018,T,1,14,Private room,2,1.5 baths,1,1,1,1,5,355
2235,Dupont Circle,3/6/2018,T,1,14,Private room,4,2 baths,2,2,1,8,5,475
2236,Capitol Hill,2/28/2022,F,1,1,Entire home/apt,4,1 bath,1,2,3,61,4.87,181
2237,Foggy Bottom,2/22/2021,F,0.98,6,Entire home/apt,2,1 bath,1,1,1,18,4.61,208
2238,Foggy Bottom,2/22/2021,F,0.98,6,Entire home/apt,2,1 bath,1,1,1,63,4.6,185
2239,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,2,42,4.69,90
2241,Georgetown,10/15/2015,T,0.98,284,Entire home/apt,6,1.5 baths,2,3,3,31,4.68,221
